,file_path,salience,classID,class
0,audio/fold5/100032-3-0-0.wav,1,3,dog_bark
1,audio/fold5/100263-2-0-117.wav,1,2,children_playing
2,audio/fold5/100263-2-0-121.wav,1,2,children_playing
3,audio/fold5/100263-2-0-126.wav,1,2,children_playing
4,audio/fold5/100263-2-0-137.wav,1,2,children_playing
5,audio/fold5/100263-2-0-143.wav,1,2,children_playing
6,audio/fold5/100263-2-0-161.wav,1,2,children_playing
7,audio/fold5/100263-2-0-3.wav,1,2,children_playing
8,audio/fold5/100263-2-0-36.wav,1,2,children_playing
9,audio/fold10/100648-1-0-0.wav,2,1,car_horn
10,audio/fold10/100648-1-1-0.wav,2,1,car_horn
11,audio/fold10/100648-1-2-0.wav,2,1,car_horn
12,audio/fold10/100648-1-3-0.wav,2,1,car_horn
13,audio/fold10/100648-1-4-0.wav,2,1,car_horn
14,audio/fold2/100652-3-0-0.wav,1,3,dog_bark
15,audio/fold2/100652-3-0-1.wav,1,3,dog_bark
16,audio/fold2/100652-3-0-2.wav,1,3,dog_bark
17,audio/fold2/100652-3-0-3.wav,1,3,dog_bark
18,audio/fold10/100795-3-0-0.wav,1,3,dog_bark
19,audio/fold10/100795-3-1-0.wav,1,3,dog_bark
20,audio/fold10/100795-3-1-1.wav,1,3,dog_bark
21,audio/fold10/100795-3-1-2.wav,1,3,dog_bark
22,audio/fold5/100852-0-0-0.wav,1,0,air_conditioner
23,audio/fold5/100852-0-0-1.wav,1,0,air_conditioner
24,audio/fold5/100852-0-0-10.wav,1,0,air_conditioner
25,audio/fold5/100852-0-0-11.wav,1,0,air_conditioner
26,audio/fold5/100852-0-0-12.wav,1,0,air_conditioner
27,audio/fold5/100852-0-0-13.wav,1,0,air_conditioner
28,audio/fold5/100852-0-0-14.wav,1,0,air_conditioner
29,audio/fold5/100852-0-0-15.wav,1,0,air_conditioner
30,audio/fold5/100852-0-0-16.wav,1,0,air_conditioner
31,audio/fold5/100852-0-0-17.wav,1,0,air_conditioner
32,audio/fold5/100852-0-0-18.wav,1,0,air_conditioner
33,audio/fold5/100852-0-0-19.wav,1,0,air_conditioner
34,audio/fold5/100852-0-0-2.wav,1,0,air_conditioner
35,audio/fold5/100852-0-0-20.wav,1,0,air_conditioner
36,audio/fold5/100852-0-0-21.wav,1,0,air_conditioner
37,audio/fold5/100852-0-0-22.wav,1,0,air_conditioner
38,audio/fold5/100852-0-0-23.wav,1,0,air_conditioner
39,audio/fold5/100852-0-0-24.wav,1,0,air_conditioner
40,audio/fold5/100852-0-0-25.wav,1,0,air_conditioner
41,audio/fold5/100852-0-0-26.wav,1,0,air_conditioner
42,audio/fold5/100852-0-0-27.wav,1,0,air_conditioner
43,audio/fold5/100852-0-0-28.wav,1,0,air_conditioner
44,audio/fold5/100852-0-0-29.wav,1,0,air_conditioner
45,audio/fold5/100852-0-0-3.wav,1,0,air_conditioner
46,audio/fold5/100852-0-0-30.wav,1,0,air_conditioner
47,audio/fold5/100852-0-0-4.wav,1,0,air_conditioner
48,audio/fold5/100852-0-0-5.wav,1,0,air_conditioner
49,audio/fold5/100852-0-0-6.wav,1,0,air_conditioner
50,audio/fold5/100852-0-0-7.wav,1,0,air_conditioner
51,audio/fold5/100852-0-0-8.wav,1,0,air_conditioner
52,audio/fold5/100852-0-0-9.wav,1,0,air_conditioner
53,audio/fold6/101281-3-0-0.wav,2,3,dog_bark
54,audio/fold6/101281-3-0-14.wav,2,3,dog_bark
55,audio/fold6/101281-3-0-5.wav,2,3,dog_bark
56,audio/fold10/101382-2-0-10.wav,1,2,children_playing
57,audio/fold10/101382-2-0-12.wav,1,2,children_playing
58,audio/fold10/101382-2-0-20.wav,1,2,children_playing
59,audio/fold10/101382-2-0-21.wav,1,2,children_playing
60,audio/fold10/101382-2-0-29.wav,1,2,children_playing
61,audio/fold10/101382-2-0-33.wav,1,2,children_playing
62,audio/fold10/101382-2-0-42.wav,1,2,children_playing
63,audio/fold10/101382-2-0-45.wav,1,2,children_playing
64,audio/fold1/101415-3-0-2.wav,1,3,dog_bark
65,audio/fold1/101415-3-0-3.wav,1,3,dog_bark
66,audio/fold1/101415-3-0-8.wav,1,3,dog_bark
67,audio/fold9/101729-0-0-1.wav,2,0,air_conditioner
68,audio/fold9/101729-0-0-11.wav,2,0,air_conditioner
69,audio/fold9/101729-0-0-12.wav,2,0,air_conditioner
